,index,topic_title,topic_type,subject,related_topics,geo,keyword,category
840,15,Philippines,Country in Asia,8,top,PH,Children's Clothing,985
841,16,Definition,Topic,8,top,PH,Children's Clothing,985
842,17,Meaning,Topic,7,top,PH,Children's Clothing,985
843,18,Man,Topic,6,top,PH,Children's Clothing,985
844,19,Romper suit,Suit,6,top,PH,Children's Clothing,985
845,20,Formal wear,Topic,6,top,PH,Children's Clothing,985
846,21,Online and offline,Topic,5,top,PH,Children's Clothing,985
847,22,Gown,Garment,5,top,PH,Children's Clothing,985
848,23,Size,Topic,5,top,PH,Children's Clothing,985
849,24,Suit,Suit,5,top,PH,Children's Clothing,985
850,0,Molo Mansion,"Historical landmark in Iloilo City, Philippines",Breakout,rising,PH,Children's Clothing,985
851,1,Bucket hat,Topic,Breakout,rising,PH,Children's Clothing,985
852,2,Flavor,Topic,Breakout,rising,PH,Children's Clothing,985
853,3,K-pop,Musical genre,Breakout,rising,PH,Children's Clothing,985
854,4,Wallpaper,Computing,Breakout,rising,PH,Children's Clothing,985
855,5,Electronic cigarette,Topic,Breakout,rising,PH,Children's Clothing,985
856,6,Snow,Topic,Breakout,rising,PH,Children's Clothing,985
857,7,Shop,Topic,Breakout,rising,PH,Children's Clothing,985
858,8,NBA,League,Breakout,rising,PH,Children's Clothing,985
859,9,Hairstyle,Topic,Breakout,rising,PH,Children's Clothing,985
860,10,Swimsuit,Clothing,Breakout,rising,PH,Children's Clothing,985
861,11,Crochet,Topic,Breakout,rising,PH,Children's Clothing,985
862,12,Month,Unit of time,Breakout,rising,PH,Children's Clothing,985
863,13,The Boss Baby,2017 film,Breakout,rising,PH,Children's Clothing,985
864,14,XNXX,Website,Breakout,rising,PH,Children's Clothing,985
865,15,Brown,Color,Breakout,rising,PH,Children's Clothing,985
866,16,Ski suit,Topic,"+4,900%",rising,PH,Children's Clothing,985
867,17,Husky,Dog,"+4,850%",rising,PH,Children's Clothing,985
868,18,City,Topic,"+4,800%",rising,PH,Children's Clothing,985
869,19,Dance,Topic,"+4,800%",rising,PH,Children's Clothing,985
870,20,Bonifacio Global City,Topic,"+4,800%",rising,PH,Children's Clothing,985
871,21,Bicycle,Topic,"+4,800%",rising,PH,Children's Clothing,985
872,22,Kaws,American artist,"+4,650%",rising,PH,Children's Clothing,985
873,23,Instagram,Social networking service,+600%,rising,PH,Children's Clothing,985
874,24,Green,Color,+500%,rising,PH,Children's Clothing,985
875,0,Bag,Topic,100,top,PH,Clothing Accessories,124
876,1,Watch,Topic,75,top,PH,Clothing Accessories,124
877,2,Price,Topic,52,top,PH,Clothing Accessories,124
878,3,Shopping mall,Topic,47,top,PH,Clothing Accessories,124
879,4,Wallet,Topic,40,top,PH,Clothing Accessories,124
880,5,Philippines,Country in Asia,37,top,PH,Clothing Accessories,124
881,6,Ring,Jewellery,36,top,PH,Clothing Accessories,124
882,7,Gold,Chemical element,32,top,PH,Clothing Accessories,124
883,8,Andrea Brillantes,Actress,25,top,PH,Clothing Accessories,124
884,9,Necklace,Topic,25,top,PH,Clothing Accessories,124
885,10,Handbag,Topic,24,top,PH,Clothing Accessories,124
886,11,Diamond,Topic,24,top,PH,Clothing Accessories,124
887,12,Earring,Topic,21,top,PH,Clothing Accessories,124
888,13,Jewellery,Organization type,20,top,PH,Clothing Accessories,124
889,14,Man,Topic,19,top,PH,Clothing Accessories,124
890,15,Woman,Topic,18,top,PH,Clothing Accessories,124
891,16,Rolex,Manufacturing company,18,top,PH,Clothing Accessories,124
892,17,Seiko,Optics company,16,top,PH,Clothing Accessories,124
893,18,Leather,Book binding,14,top,PH,Clothing Accessories,124
894,19,Bracelet,Topic,13,top,PH,Clothing Accessories,124
895,20,Meaning,Topic,12,top,PH,Clothing Accessories,124
896,21,Dress,Garment,11,top,PH,Clothing Accessories,124
897,22,TWICE,Group,11,top,PH,Clothing Accessories,124
898,23,Birthstone,Topic,11,top,PH,Clothing Accessories,124
899,24,Belt,Clothing,10,top,PH,Clothing Accessories,124
900,0,Manila Bay,Harbor in the Philippines,Breakout,rising,PH,Clothing Accessories,124
901,1,Mobile Legends: Bang Bang,Mobile game,+140%,rising,PH,Clothing Accessories,124
902,2,Lyrics,Topic,+130%,rising,PH,Clothing Accessories,124
903,3,Designer,Topic,+120%,rising,PH,Clothing Accessories,124
904,4,Rolex Datejust,Watch,+80%,rising,PH,Clothing Accessories,124
905,5,Tights,Garment,+70%,rising,PH,Clothing Accessories,124
906,6,Shopee,E-commerce company,+70%,rising,PH,Clothing Accessories,124
907,7,Birkin bag,Handbag,+70%,rising,PH,Clothing Accessories,124
908,8,Breitling SA,Chronometer company,+60%,rising,PH,Clothing Accessories,124
909,9,Invicta Watch Group,Company,+60%,rising,PH,Clothing Accessories,124
910,10,Fendi,Fashion company,+60%,rising,PH,Clothing Accessories,124
911,11,Folding clasp,Topic,+60%,rising,PH,Clothing Accessories,124
912,12,Clock,Measuring device,+60%,rising,PH,Clothing Accessories,124
913,13,Red,Color,+50%,rising,PH,Clothing Accessories,124
914,14,December,Month,+50%,rising,PH,Clothing Accessories,124
915,15,Apple,Technology company,+40%,rising,PH,Clothing Accessories,124
916,16,English language,Spoken language,+40%,rising,PH,Clothing Accessories,124
917,17,Pornhub,Website,+40%,rising,PH,Clothing Accessories,124
918,18,Belt,Clothing,+40%,rising,PH,Clothing Accessories,124
919,19,MCM Worldwide,Topic,+40%,rising,PH,Clothing Accessories,124
920,20,Rock,Geology,+40%,rising,PH,Clothing Accessories,124
921,21,Yellow,Color,+40%,rising,PH,Clothing Accessories,124
922,0,Coffee,Drink,100,top,PH,Coffee & Tea,916
923,1,Tea,Beverage,71,top,PH,Coffee & Tea,916
924,2,Starbucks,Coffeehouse company,63,top,PH,Coffee & Tea,916
925,3,Milk tea,Topic,52,top,PH,Coffee & Tea,916
926,4,Menu,Topic,24,top,PH,Coffee & Tea,916
927,5,Cafe,Topic,22,top,PH,Coffee & Tea,916
928,6,Bubble tea,Drink,20,top,PH,Coffee & Tea,916
929,7,Philippines,Country in Asia,16,top,PH,Coffee & Tea,916
930,8,Price,Topic,12,top,PH,Coffee & Tea,916
931,9,Green tea,Tea,12,top,PH,Coffee & Tea,916
932,10,Mug,Topic,11,top,PH,Coffee & Tea,916
933,11,Verb,Topic,10,top,PH,Coffee & Tea,916
934,12,The Coffee Bean & Tea Leaf,Corporation,10,top,PH,Coffee & Tea,916
935,13,Macao Imperial Tea,"Cafe in Quezon City, Philippines",8,top,PH,Coffee & Tea,916
936,14,Lyrics,Topic,8,top,PH,Coffee & Tea,916
937,15,Serenitea,Topic,7,top,PH,Coffee & Tea,916
938,16,Flavor,Topic,6,top,PH,Coffee & Tea,916
939,17,Matcha,Tea,6,top,PH,Coffee & Tea,916
940,18,Latte,Drink,6,top,PH,Coffee & Tea,916
941,19,Cup,Topic,6,top,PH,Coffee & Tea,916
942,20,Tumbler,Glass,6,top,PH,Coffee & Tea,916
943,21,Meaning,Topic,6,top,PH,Coffee & Tea,916
944,22,Chatime,Topic,5,top,PH,Coffee & Tea,916
945,23,Recipe,Topic,5,top,PH,Coffee & Tea,916
946,24,Definition,Topic,5,top,PH,Coffee & Tea,916
947,0,Blood Sugar,Topic,Breakout,rising,PH,Coffee & Tea,916
948,1,Clothing,Topic,+800%,rising,PH,Coffee & Tea,916
949,2,Tassimo,Topic,+250%,rising,PH,Coffee & Tea,916
950,3,Shopee,E-commerce company,+250%,rising,PH,Coffee & Tea,916
951,4,Sugar,Table condiment,+200%,rising,PH,Coffee & Tea,916
952,5,Personal organizer,Topic,+200%,rising,PH,Coffee & Tea,916
953,6,Tapioca balls,Food,+200%,rising,PH,Coffee & Tea,916
954,7,Non-dairy creamer,Dairy product,+180%,rising,PH,Coffee & Tea,916
955,8,Night,Topic,+180%,rising,PH,Coffee & Tea,916
956,9,Brown sugar,Sugar,+160%,rising,PH,Coffee & Tea,916
957,10,Assam tea,Tea,+160%,rising,PH,Coffee & Tea,916
958,11,Macao Imperial Tea,"Cafe in Quezon City, Philippines",+160%,rising,PH,Coffee & Tea,916
959,12,Hibiscus,Plants,+150%,rising,PH,Coffee & Tea,916
960,13,Pregnancy,Topic,+130%,rising,PH,Coffee & Tea,916
961,14,Tiger,Animal,+130%,rising,PH,Coffee & Tea,916
962,15,Mobile app,Topic,+110%,rising,PH,Coffee & Tea,916
963,16,Teavana,Tea company,+110%,rising,PH,Coffee & Tea,916
964,17,Macao,Chinese special administrative region,+110%,rising,PH,Coffee & Tea,916
965,18,Bubble tea,Drink,+100%,rising,PH,Coffee & Tea,916
966,19,Meme,Topic,+100%,rising,PH,Coffee & Tea,916
967,20,Worship Generation SM North,"Shopping mall in Quezon City, Philippines",+90%,rising,PH,Coffee & Tea,916
968,21,Hibiscus tea,Topic,+90%,rising,PH,Coffee & Tea,916
969,22,Wax gourd,Vegetable,+90%,rising,PH,Coffee & Tea,916
970,23,Taste,Topic,+80%,rising,PH,Coffee & Tea,916
971,24,Pearl,Gemstone,+80%,rising,PH,Coffee & Tea,916
972,0,Taytay,Municipality in the Philippines,100,top,PH,Commercial & Investment Real Estate,1178
973,1,Lease,Topic,43,top,PH,Commercial & Investment Real Estate,1178
974,2,Renting,Topic,40,top,PH,Commercial & Investment Real Estate,1178
975,3,Rizal,Topic,32,top,PH,Commercial & Investment Real Estate,1178
976,4,Office,Topic,27,top,PH,Commercial & Investment Real Estate,1178
977,5,Investment,Topic,26,top,PH,Commercial & Investment Real Estate,1178
978,6,Commercial property,Topic,24,top,PH,Commercial & Investment Real Estate,1178
979,7,Real Estate,Topic,23,top,PH,Commercial & Investment Real Estate,1178
980,8,Property,Topic,16,top,PH,Commercial & Investment Real Estate,1178
981,9,Sales,Topic,16,top,PH,Commercial & Investment Real Estate,1178
982,10,Office Warehouse Inc,Topic,14,top,PH,Commercial & Investment Real Estate,1178
983,11,Commerce,Topic,12,top,PH,Commercial & Investment Real Estate,1178
984,12,Estate,Law,12,top,PH,Commercial & Investment Real Estate,1178
985,13,Definition,Topic,9,top,PH,Commercial & Investment Real Estate,1178
986,14,Club Manila East Taytay,"Resort in Taytay, Philippines",9,top,PH,Commercial & Investment Real Estate,1178
987,15,JLL,Real estate company,8,top,PH,Commercial & Investment Real Estate,1178
988,16,Real estate investing,Topic,7,top,PH,Commercial & Investment Real Estate,1178
989,17,Meaning,Topic,7,top,PH,Commercial & Investment Real Estate,1178
990,18,City,Topic,7,top,PH,Commercial & Investment Real Estate,1178
991,19,Jones Lang LaSalle Ltd,Company,7,top,PH,Commercial & Investment Real Estate,1178
992,20,Warehouse,Building use,7,top,PH,Commercial & Investment Real Estate,1178
993,21,Jones Lang LaSalle SAS,Company,7,top,PH,Commercial & Investment Real Estate,1178
994,22,Philippines,Country in Asia,7,top,PH,Commercial & Investment Real Estate,1178
995,23,Building,Site listing category,6,top,PH,Commercial & Investment Real Estate,1178
996,24,Space,Topic,6,top,PH,Commercial & Investment Real Estate,1178
997,0,Medicine,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
998,1,Flex space,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
999,2,Market,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1000,3,Bowling,Sport,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1001,4,Alley,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1002,5,Dallas,City in Texas,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1003,6,Land,Economics,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1004,7,Bowling alley,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1005,8,Summerfield Villas,"Villa in Taytay, Philippines",Breakout,rising,PH,Commercial & Investment Real Estate,1178
1006,9,Church,Building,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1007,10,Pharmacy,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1008,11,San Diego,City in California,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1009,12,Real estate investment trust,Organization type,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1010,13,Funding,Film company role or service,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1011,14,Health Care,Professional field,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1012,15,Design,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1013,16,Mayor,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1014,17,Siena College,"Liberal arts college in Loudonville, New York",Breakout,rising,PH,Commercial & Investment Real Estate,1178
1015,18,Holiday,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1016,19,Recruitment,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1017,20,Tagalog language,Spoken language,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1018,21,Cost,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1019,22,Ortigas Center,Topic,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1020,23,New York,City in New York State,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1021,24,LBC Express,Company,Breakout,rising,PH,Commercial & Investment Real Estate,1178
1022,0,Shopee,E-commerce company,100,top,PH,Cosmetology & Beauty Professionals,147
1023,1,Shopping,Topic,23,top,PH,Cosmetology & Beauty Professionals,147
1024,2,Philippines,Country in Asia,5,top,PH,Cosmetology & Beauty Professionals,147
1025,3,Beauty salon,Topic,4,top,PH,Cosmetology & Beauty Professionals,147
1026,4,Beauty,Topic,3,top,PH,Cosmetology & Beauty Professionals,147
1027,5,Online and offline,Topic,3,top,PH,Cosmetology & Beauty Professionals,147
1028,6,Lazada Group,Company,3,top,PH,Cosmetology & Beauty Professionals,147
1029,7,Medicine,Topic,2,top,PH,Cosmetology & Beauty Professionals,147
1030,8,Biomedical Engineer,Career,2,top,PH,Cosmetology & Beauty Professionals,147
1031,9,Waxing,Topic,2,top,PH,Cosmetology & Beauty Professionals,147
1032,10,Magsaysay Careers,Topic,2,top,PH,Cosmetology & Beauty Professionals,147
1033,11,Laboratory,Topic,2,top,PH,Cosmetology & Beauty Professionals,147
1034,12,Sales,Topic,2,top,PH,Cosmetology & Beauty Professionals,147
1035,13,Clinic,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1036,14,Mobile app,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1037,15,Facebook,Social media service,1,top,PH,Cosmetology & Beauty Professionals,147
1038,16,Google,Technology company,1,top,PH,Cosmetology & Beauty Professionals,147
1039,17,Google Search,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1040,18,Pedicure,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1041,19,Lay Bare Waxing Salon,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1042,20,YouTube,Video sharing company,1,top,PH,Cosmetology & Beauty Professionals,147
1043,21,Skin,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1044,22,Job,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1045,23,Eyelash,Topic,1,top,PH,Cosmetology & Beauty Professionals,147
1046,24,.com,Top-level domain,1,top,PH,Cosmetology & Beauty Professionals,147
1047,0,Wallet,Topic,Breakout,rising,PH,Cosmetology & Beauty Professionals,147
1048,1,Pinoy Big Brother,Philippine reality show,Breakout,rising,PH,Cosmetology & Beauty Professionals,147
1049,2,Dentistry,Branch of medicine,Breakout,rising,PH,Cosmetology & Beauty Professionals,147
1050,3,Arizona,US State,Breakout,rising,PH,Cosmetology & Beauty Professionals,147
1051,4,Female,Topic,Breakout,rising,PH,Cosmetology & Beauty Professionals,147
1052,5,Tarzan,1999 film,Breakout,rising,PH,Cosmetology & Beauty Professionals,147
1053,6,Infant,Topic,Breakout,rising,PH,Cosmetology & Beauty Professionals,147
1054,7,Track and trace,Topic,"+4,800%",rising,PH,Cosmetology & Beauty Professionals,147
1055,8,Chord,Music,"+4,750%",rising,PH,Cosmetology & Beauty Professionals,147
1056,9,Ninth grade,Grade level,"+3,100%",rising,PH,Cosmetology & Beauty Professionals,147
1057,10,Lyrics,Topic,+800%,rising,PH,Cosmetology & Beauty Professionals,147
1058,11,Vietnamese language,Spoken language,+300%,rising,PH,Cosmetology & Beauty Professionals,147
1059,12,Vietnam,Country in Asia,+250%,rising,PH,Cosmetology & Beauty Professionals,147
1060,13,Wire,Topic,+250%,rising,PH,Cosmetology & Beauty Professionals,147
1061,14,Download,Topic,+250%,rising,PH,Cosmetology & Beauty Professionals,147
1062,15,Tarsan i Jane,"Valencian restaurant in Seattle, Washington",+250%,rising,PH,Cosmetology & Beauty Professionals,147
1063,16,Man,Topic,+200%,rising,PH,Cosmetology & Beauty Professionals,147
1064,17,Mobile app,Topic,+200%,rising,PH,Cosmetology & Beauty Professionals,147
1065,18,pH,Topic,+200%,rising,PH,Cosmetology & Beauty Professionals,147
1066,19,Health,Topic,+190%,rising,PH,Cosmetology & Beauty Professionals,147
1067,20,Game,Topic,+190%,rising,PH,Cosmetology & Beauty Professionals,147
1068,21,Hotline,Topic,+170%,rising,PH,Cosmetology & Beauty Professionals,147
1069,22,Nail technician,Occupation,+160%,rising,PH,Cosmetology & Beauty Professionals,147
1070,23,Barber,Occupation,+160%,rising,PH,Cosmetology & Beauty Professionals,147
1071,24,Spa,Topic,+150%,rising,PH,Cosmetology & Beauty Professionals,147
1072,0,Dose,Topic,100,top,PH,Drugs & Medications,646
1073,1,Side effect,Topic,96,top,PH,Drugs & Medications,646
1074,2,Adverse effect,Topic,70,top,PH,Drugs & Medications,646
1075,3,Generic drug,Topic,57,top,PH,Drugs & Medications,646
1076,4,Pharmaceutical drug,Topic,50,top,PH,Drugs & Medications,646
1077,5,Ibuprofen,Medication,42,top,PH,Drugs & Medications,646
1078,6,Antibiotics,Drug type,42,top,PH,Drugs & Medications,646
1079,7,Medicine,Topic,37,top,PH,Drugs & Medications,646
1080,8,Tablet,Topic,32,top,PH,Drugs & Medications,646
1081,9,Capsule,Topic,30,top,PH,Drugs & Medications,646
1082,10,Drug,Topic,30,top,PH,Drugs & Medications,646
1083,11,Amoxicillin / Clavulanic acid,Medication,29,top,PH,Drugs & Medications,646
1084,12,Philippines,Country in Asia,28,top,PH,Drugs & Medications,646
1085,13,Price,Topic,27,top,PH,Drugs & Medications,646
1086,14,Amoxicillin,Medication,26,top,PH,Drugs & Medications,646
1087,15,Indication,Topic,24,top,PH,Drugs & Medications,646
1088,16,Paracetamol,Medication,23,top,PH,Drugs & Medications,646
1089,17,Cefuroxime,Medication,21,top,PH,Drugs & Medications,646
1090,18,Definition,Topic,21,top,PH,Drugs & Medications,646
1091,19,Meaning,Topic,21,top,PH,Drugs & Medications,646
1092,20,Medical prescription,Topic,19,top,PH,Drugs & Medications,646
1093,21,Mefenamic acid,Drug,19,top,PH,Drugs & Medications,646
1094,22,Azithromycin,Medication,17,top,PH,Drugs & Medications,646
1095,23,Cefalexin,Topic,17,top,PH,Drugs & Medications,646
1096,24,Amlodipine,Medication,16,top,PH,Drugs & Medications,646
1097,0,Addiction,Topic,"+1,800%",rising,PH,Drugs & Medications,646
1098,1,Major depressive disorder,Mental disorder,+550%,rising,PH,Drugs & Medications,646
1099,2,Pornhub,Website,+500%,rising,PH,Drugs & Medications,646
1100,3,Recipe,Topic,+350%,rising,PH,Drugs & Medications,646
1101,4,Adverse drug reaction,Injury,+300%,rising,PH,Drugs & Medications,646
1102,5,Filipino,People,+160%,rising,PH,Drugs & Medications,646
1103,6,Clopidogrel,Medication,+160%,rising,PH,Drugs & Medications,646
1104,7,Gel,Topic,+140%,rising,PH,Drugs & Medications,646
1105,8,Menstruation,Topic,+140%,rising,PH,Drugs & Medications,646
1106,9,Acetylcysteine,Medication,+120%,rising,PH,Drugs & Medications,646
1107,10,Cause,Topic,+120%,rising,PH,Drugs & Medications,646
1108,11,Depression,Mood,+110%,rising,PH,Drugs & Medications,646
1109,12,Coffee,Drink,+100%,rising,PH,Drugs & Medications,646
1110,13,Muscle relaxant,Drug grouping,+100%,rising,PH,Drugs & Medications,646
1111,14,Gaviscon,Topic,+90%,rising,PH,Drugs & Medications,646
1112,15,Pregabalin,Medication,+80%,rising,PH,Drugs & Medications,646
1113,16,Betahistine,Medication,+80%,rising,PH,Drugs & Medications,646
1114,17,Sachet,Topic,+80%,rising,PH,Drugs & Medications,646
1115,18,Gliclazide,Medication,+80%,rising,PH,Drugs & Medications,646
1116,19,Disease,Topic,+80%,rising,PH,Drugs & Medications,646
1117,20,Cost,Topic,+80%,rising,PH,Drugs & Medications,646
1118,21,Tooth,Topic,+80%,rising,PH,Drugs & Medications,646
1119,22,Urine,Body water,+70%,rising,PH,Drugs & Medications,646
1120,23,Tadalafil,Medication,+70%,rising,PH,Drugs & Medications,646
1121,24,Video,File format,+70%,rising,PH,Drugs & Medications,646
1122,0,Payment,Topic,100,top,PH,E-Commerce Services,340
1123,1,PayPal,Topic,84,top,PH,E-Commerce Services,340
1124,2,Globe Telecom,Telecommunications company,59,top,PH,E-Commerce Services,340
1125,3,Money,Topic,50,top,PH,E-Commerce Services,340
1126,4,Western Union,Financial services company,30,top,PH,E-Commerce Services,340
1127,5,Philippines,Country in Asia,21,top,PH,E-Commerce Services,340
1128,6,Credit card,Topic,21,top,PH,E-Commerce Services,340
1129,7,Discounts and allowances,Topic,20,top,PH,E-Commerce Services,340
1130,8,Bank,Topic,17,top,PH,E-Commerce Services,340
1131,9,Credit,Topic,16,top,PH,E-Commerce Services,340
1132,10,Shopify,Company,16,top,PH,E-Commerce Services,340
1133,11,Cash,Topic,16,top,PH,E-Commerce Services,340
1134,12,Online and offline,Topic,16,top,PH,E-Commerce Services,340
1135,13,Debit card,Topic,14,top,PH,E-Commerce Services,340
1136,14,Invoice,Topic,14,top,PH,E-Commerce Services,340
1137,15,E-commerce,Topic,13,top,PH,E-Commerce Services,340
1138,16,Account,Bookkeeping,13,top,PH,E-Commerce Services,340
1139,17,AirAsia,Airline,13,top,PH,E-Commerce Services,340
1140,18,MoneyGram International Inc,Financial services company,12,top,PH,E-Commerce Services,340
1141,19,Google Search,Topic,11,top,PH,E-Commerce Services,340
1142,20,Google,Technology company,11,top,PH,E-Commerce Services,340
1143,21,Bank account,Topic,11,top,PH,E-Commerce Services,340
1144,22,Banco de Oro,Retail banking company,10,top,PH,E-Commerce Services,340
1145,23,Bank of the Philippine Islands,Banking company,9,top,PH,E-Commerce Services,340
1146,24,Number,Topic,8,top,PH,E-Commerce Services,340
1147,0,SOGIE Equality Bill,Topic,"+1,150%",rising,PH,E-Commerce Services,340
1148,1,Numerical digit,Topic,+600%,rising,PH,E-Commerce Services,340
1149,2,Food,Food,+550%,rising,PH,E-Commerce Services,340
1150,3,Palawan,Topic,+550%,rising,PH,E-Commerce Services,340
1151,4,ISO 9362,Topic,+500%,rising,PH,E-Commerce Services,340
1152,5,Palawan Pawnshop,Topic,+400%,rising,PH,E-Commerce Services,340
1153,6,Converge ICT,Telecommunications company,+200%,rising,PH,E-Commerce Services,340
1154,7,Mail,Topic,+200%,rising,PH,E-Commerce Services,340
1155,8,Hotel,Building function,+200%,rising,PH,E-Commerce Services,340
1156,9,American Express,Financial services company,+180%,rising,PH,E-Commerce Services,340
1157,10,Water,Chemical compound,+170%,rising,PH,E-Commerce Services,340
1158,11,City,Topic,+160%,rising,PH,E-Commerce Services,340
1159,12,Airbnb,Vacation rental company,+150%,rising,PH,E-Commerce Services,340
1160,13,Chargeback,Topic,+150%,rising,PH,E-Commerce Services,340
1161,14,Shopping mall,Topic,+150%,rising,PH,E-Commerce Services,340
1162,15,WeChat,Downloadable software,+150%,rising,PH,E-Commerce Services,340
1163,16,Global Payments,Company,+140%,rising,PH,E-Commerce Services,340
1164,17,Deposit account,Topic,+130%,rising,PH,E-Commerce Services,340
1165,18,Security Bank,Private banking company,+130%,rising,PH,E-Commerce Services,340
1166,19,Loan,Topic,+120%,rising,PH,E-Commerce Services,340
1167,20,Synonym,Topic,+120%,rising,PH,E-Commerce Services,340
1168,21,Society for Worldwide Interbank Financial Telecommunication,Topic,+120%,rising,PH,E-Commerce Services,340
1169,22,Bank of America,Investment banking company,+110%,rising,PH,E-Commerce Services,340
1170,23,Google Chrome,Web browser,+110%,rising,PH,E-Commerce Services,340
1171,24,Airbnb,Website,+110%,rising,PH,E-Commerce Services,340
1172,0,Battery charger,Topic,100,top,PH,Electronic Accessories,1192
1173,1,Cable television,Topic,40,top,PH,Electronic Accessories,1192
1174,2,Electrical cable,Topic,34,top,PH,Electronic Accessories,1192
1175,3,SKYcable,Topic,34,top,PH,Electronic Accessories,1192
1176,4,Remote control,Topic,34,top,PH,Electronic Accessories,1192
1177,5,Television,Topic,31,top,PH,Electronic Accessories,1192
1178,6,Electric battery,Topic,27,top,PH,Electronic Accessories,1192
1179,7,Laptop,Topic,26,top,PH,Electronic Accessories,1192
1180,8,Sky Cable Corporation,Telecommunications company,26,top,PH,Electronic Accessories,1192
1181,9,Samsung,Topic,18,top,PH,Electronic Accessories,1192
1182,10,Samsung Group,Multinational conglomerate company,18,top,PH,Electronic Accessories,1192
1183,11,Samsung Electronics,Electronics company,18,top,PH,Electronic Accessories,1192
1184,12,Price,Topic,15,top,PH,Electronic Accessories,1192
1185,13,iPhone,Mobile phone,15,top,PH,Electronic Accessories,1192
1186,14,Mobile phone,Topic,15,top,PH,Electronic Accessories,1192
1187,15,Philippines,Country in Asia,15,top,PH,Electronic Accessories,1192
1188,16,USB,Topic,14,top,PH,Electronic Accessories,1192
1189,17,Universal remote,Topic,12,top,PH,Electronic Accessories,1192
1190,18,iPhone,Topic,12,top,PH,Electronic Accessories,1192
1191,19,Wire,Topic,12,top,PH,Electronic Accessories,1192
1192,20,Power bank,Topic,12,top,PH,Electronic Accessories,1192
1193,21,Wall,Topic,12,top,PH,Electronic Accessories,1192
1194,22,Code,Topic,11,top,PH,Electronic Accessories,1192
1195,23,HDMI,Topic,11,top,PH,Electronic Accessories,1192
1196,24,Wireless,Topic,11,top,PH,Electronic Accessories,1192
1197,0,AirPods,Topic,Breakout,rising,PH,Electronic Accessories,1192
1198,1,VOOC,Topic,+900%,rising,PH,Electronic Accessories,1192
1199,2,Death Stranding,Video game,+650%,rising,PH,Electronic Accessories,1192
1200,3,Computer programming,Topic,+450%,rising,PH,Electronic Accessories,1192
1201,4,House,Topic,+400%,rising,PH,Electronic Accessories,1192
1202,5,Remote keyless system,Topic,+400%,rising,PH,Electronic Accessories,1192
1203,6,Nintendo Switch,Video game console,+350%,rising,PH,Electronic Accessories,1192
1204,7,Vivo Service Center,Topic,+350%,rising,PH,Electronic Accessories,1192
1205,8,Foot,Unit,+350%,rising,PH,Electronic Accessories,1192
1206,9,Crumpler,Topic,+300%,rising,PH,Electronic Accessories,1192
1207,10,Xiaomi Mi,Mobile phone,+300%,rising,PH,Electronic Accessories,1192
1208,11,Acer,Hardware company,+300%,rising,PH,Electronic Accessories,1192
1209,12,Fiber,Topic,+300%,rising,PH,Electronic Accessories,1192
1210,13,English language,Spoken language,+250%,rising,PH,Electronic Accessories,1192
1211,14,AC adapter,Topic,+200%,rising,PH,Electronic Accessories,1192
1212,15,Micro-USB,Topic,+200%,rising,PH,Electronic Accessories,1192
1213,16,Voltage,Topic,+200%,rising,PH,Electronic Accessories,1192
1214,17,Antenna,Radio,+200%,rising,PH,Electronic Accessories,1192
1215,18,Image,Topic,+160%,rising,PH,Electronic Accessories,1192
1216,19,Vivo,Technology company,+160%,rising,PH,Electronic Accessories,1192
1217,20,Telephone,Patent,+150%,rising,PH,Electronic Accessories,1192
1218,21,Oppo,Consumer electronics company,+150%,rising,PH,Electronic Accessories,1192
1219,22,Stereophonic sound,Topic,+120%,rising,PH,Electronic Accessories,1192
1220,23,BNC connector,Topic,+120%,rising,PH,Electronic Accessories,1192
