,index,value,subject,related_queries,geo,keyword,category,timeframe
388,13,i like your skechers,Breakout,rising,PH,Apparel,68,Apr-2020
389,14,sac meaning dswd,Breakout,rising,PH,Apparel,68,Apr-2020
390,15,halter top,Breakout,rising,PH,Apparel,68,Apr-2020
391,16,bluejeans app,"+4,100%",rising,PH,Apparel,68,Apr-2020
392,17,kronos,"+4,050%",rising,PH,Apparel,68,Apr-2020
393,18,sexy women suits,"+4,000%",rising,PH,Apparel,68,Apr-2020
394,19,francis leo marcos wikipedia,"+3,950%",rising,PH,Apparel,68,Apr-2020
395,20,serenity prayer,"+2,700%",rising,PH,Apparel,68,Apr-2020
396,21,zilv gudel,"+2,700%",rising,PH,Apparel,68,Apr-2020
397,22,all star lyrics,"+2,700%",rising,PH,Apparel,68,Apr-2020
398,23,invicta watch,"+2,650%",rising,PH,Apparel,68,Apr-2020
399,24,gsis moratorium covid 2020,"+2,650%",rising,PH,Apparel,68,Apr-2020
400,0,charcoal,100,top,PH,Apparel Services,1228,Jan-2020
401,1,dry cleaning near me,80,top,PH,Apparel Services,1228,Jan-2020
402,2,cheeks,60,top,PH,Apparel Services,1228,Jan-2020
403,0,dry cleaning near me,+300%,rising,PH,Apparel Services,1228,Jan-2020
404,0,cheeks,100,top,PH,Apparel Services,1228,Feb-2020
405,0,cheeks,100,top,PH,Apparel Services,1228,Mar-2020
406,1,cheek,50,top,PH,Apparel Services,1228,Mar-2020
407,0,cheek,+300%,rising,PH,Apparel Services,1228,Mar-2020
408,0,cheek,100,top,PH,Apparel Services,1228,Apr-2020
409,1,cheeks,75,top,PH,Apparel Services,1228,Apr-2020
410,2,charcoal,75,top,PH,Apparel Services,1228,Apr-2020
411,3,valet,25,top,PH,Apparel Services,1228,Apr-2020
412,0,cheek,+350%,rising,PH,Apparel Services,1228,Apr-2020
413,1,charcoal,+250%,rising,PH,Apparel Services,1228,Apr-2020
414,0,nike,100,top,PH,Athletic Apparel,983,Jan-2020
415,1,adidas,51,top,PH,Athletic Apparel,983,Jan-2020
416,2,kobe,47,top,PH,Athletic Apparel,983,Jan-2020
417,3,kobe shoes,44,top,PH,Athletic Apparel,983,Jan-2020
418,4,jordan shoes,22,top,PH,Athletic Apparel,983,Jan-2020
419,5,stan smith,20,top,PH,Athletic Apparel,983,Jan-2020
420,6,onitsuka,18,top,PH,Athletic Apparel,983,Jan-2020
421,7,fila,18,top,PH,Athletic Apparel,983,Jan-2020
422,8,onitsuka tiger,14,top,PH,Athletic Apparel,983,Jan-2020
423,9,air max 97,13,top,PH,Athletic Apparel,983,Jan-2020
424,10,fila shoes,11,top,PH,Athletic Apparel,983,Jan-2020
425,11,jogging,11,top,PH,Athletic Apparel,983,Jan-2020
426,12,under armour,11,top,PH,Athletic Apparel,983,Jan-2020
427,13,kobe bryant,10,top,PH,Athletic Apparel,983,Jan-2020
428,14,adidas superstar,9,top,PH,Athletic Apparel,983,Jan-2020
429,15,adidas stan smith,7,top,PH,Athletic Apparel,983,Jan-2020
430,16,kobe bryant shoes,7,top,PH,Athletic Apparel,983,Jan-2020
431,17,mizuno,5,top,PH,Athletic Apparel,983,Jan-2020
432,18,nike kobe shoes,5,top,PH,Athletic Apparel,983,Jan-2020
433,19,jogging pants,5,top,PH,Athletic Apparel,983,Jan-2020
434,20,mike,3,top,PH,Athletic Apparel,983,Jan-2020
435,21,onitsuka shoes,3,top,PH,Athletic Apparel,983,Jan-2020
436,22,leotards,3,top,PH,Athletic Apparel,983,Jan-2020
437,23,velcro,3,top,PH,Athletic Apparel,983,Jan-2020
438,24,google,3,top,PH,Athletic Apparel,983,Jan-2020
439,0,velcro,Breakout,rising,PH,Athletic Apparel,983,Jan-2020
440,1,nike shorts men,Breakout,rising,PH,Athletic Apparel,983,Jan-2020
441,2,kobe bryant,"+1,050%",rising,PH,Athletic Apparel,983,Jan-2020
442,3,nike kobe shoes,+450%,rising,PH,Athletic Apparel,983,Jan-2020
443,4,kobe bryant shoes,+300%,rising,PH,Athletic Apparel,983,Jan-2020
444,5,kobe shoes,+200%,rising,PH,Athletic Apparel,983,Jan-2020
445,6,kobe,+160%,rising,PH,Athletic Apparel,983,Jan-2020
446,7,nike logo,+130%,rising,PH,Athletic Apparel,983,Jan-2020
447,8,rash guard women,+130%,rising,PH,Athletic Apparel,983,Jan-2020
448,9,mizuno,+90%,rising,PH,Athletic Apparel,983,Jan-2020
449,10,jogging,+80%,rising,PH,Athletic Apparel,983,Jan-2020
450,11,adidas superstar,+50%,rising,PH,Athletic Apparel,983,Jan-2020
451,0,nike,100,top,PH,Athletic Apparel,983,Feb-2020
452,1,adidas,37,top,PH,Athletic Apparel,983,Feb-2020
453,2,onitsuka,34,top,PH,Athletic Apparel,983,Feb-2020
454,3,kobe shoes,34,top,PH,Athletic Apparel,983,Feb-2020
455,4,onitsuka tiger,24,top,PH,Athletic Apparel,983,Feb-2020
456,5,jordan shoes,23,top,PH,Athletic Apparel,983,Feb-2020
457,6,jogging,12,top,PH,Athletic Apparel,983,Feb-2020
458,7,air max 97,12,top,PH,Athletic Apparel,983,Feb-2020
459,8,onitsuka shoes,11,top,PH,Athletic Apparel,983,Feb-2020
460,9,fila,10,top,PH,Athletic Apparel,983,Feb-2020
461,10,under armour,8,top,PH,Athletic Apparel,983,Feb-2020
462,11,nike shorts,6,top,PH,Athletic Apparel,983,Feb-2020
463,12,stan smith,5,top,PH,Athletic Apparel,983,Feb-2020
464,13,nike logo,5,top,PH,Athletic Apparel,983,Feb-2020
465,14,adidas superstar,5,top,PH,Athletic Apparel,983,Feb-2020
466,15,kobe shoes 2020,4,top,PH,Athletic Apparel,983,Feb-2020
467,16,kobe bryant shoes,4,top,PH,Athletic Apparel,983,Feb-2020
468,17,google,4,top,PH,Athletic Apparel,983,Feb-2020
469,18,cycling shorts,4,top,PH,Athletic Apparel,983,Feb-2020
470,19,jordan 23,4,top,PH,Athletic Apparel,983,Feb-2020
471,20,adidas stan smith,3,top,PH,Athletic Apparel,983,Feb-2020
472,21,kobe new shoes,3,top,PH,Athletic Apparel,983,Feb-2020
473,22,jogging pants,3,top,PH,Athletic Apparel,983,Feb-2020
474,23,tracksuit,2,top,PH,Athletic Apparel,983,Feb-2020
475,24,fila shoes,2,top,PH,Athletic Apparel,983,Feb-2020
476,0,mike majlak,Breakout,rising,PH,Athletic Apparel,983,Feb-2020
477,1,jordan 23,+300%,rising,PH,Athletic Apparel,983,Feb-2020
478,2,google,+110%,rising,PH,Athletic Apparel,983,Feb-2020
479,3,jogging outfit,+110%,rising,PH,Athletic Apparel,983,Feb-2020
480,4,ugiz,+110%,rising,PH,Athletic Apparel,983,Feb-2020
481,5,kobe new shoes,+50%,rising,PH,Athletic Apparel,983,Feb-2020
482,0,nike,100,top,PH,Athletic Apparel,983,Mar-2020
483,1,adidas,36,top,PH,Athletic Apparel,983,Mar-2020
484,2,kobe shoes,25,top,PH,Athletic Apparel,983,Mar-2020
485,3,jordan shoes,18,top,PH,Athletic Apparel,983,Mar-2020
486,4,fila,15,top,PH,Athletic Apparel,983,Mar-2020
487,5,onitsuka tiger,12,top,PH,Athletic Apparel,983,Mar-2020
488,6,fila shoes,11,top,PH,Athletic Apparel,983,Mar-2020
489,7,air max 97,9,top,PH,Athletic Apparel,983,Mar-2020
490,8,under armour,9,top,PH,Athletic Apparel,983,Mar-2020
491,9,stan smith,7,top,PH,Athletic Apparel,983,Mar-2020
492,10,nike shorts,7,top,PH,Athletic Apparel,983,Mar-2020
493,11,jogging,6,top,PH,Athletic Apparel,983,Mar-2020
494,12,nike logo,6,top,PH,Athletic Apparel,983,Mar-2020
495,13,dolphin shorts,3,top,PH,Athletic Apparel,983,Mar-2020
496,14,nike fly by mid,3,top,PH,Athletic Apparel,983,Mar-2020
497,15,onitsuka shoes,3,top,PH,Athletic Apparel,983,Mar-2020
498,16,kobe shoes 2020,2,top,PH,Athletic Apparel,983,Mar-2020
499,17,nike snkrs,2,top,PH,Athletic Apparel,983,Mar-2020
500,18,leotards,2,top,PH,Athletic Apparel,983,Mar-2020
501,19,mike love,2,top,PH,Athletic Apparel,983,Mar-2020
502,20,sugoi,2,top,PH,Athletic Apparel,983,Mar-2020
503,21,spandex,2,top,PH,Athletic Apparel,983,Mar-2020
504,22,onitsuka tiger ph,1,top,PH,Athletic Apparel,983,Mar-2020
505,23,cycling shorts,1,top,PH,Athletic Apparel,983,Mar-2020
506,24,kappa,1,top,PH,Athletic Apparel,983,Mar-2020
507,0,sugoi,Breakout,rising,PH,Athletic Apparel,983,Mar-2020
508,1,sweat shorts,Breakout,rising,PH,Athletic Apparel,983,Mar-2020
509,2,leotards for girls,Breakout,rising,PH,Athletic Apparel,983,Mar-2020
510,3,dolphin shorts,+250%,rising,PH,Athletic Apparel,983,Mar-2020
511,4,nike fly by mid,+170%,rising,PH,Athletic Apparel,983,Mar-2020
512,5,nike snkrs,+170%,rising,PH,Athletic Apparel,983,Mar-2020
513,6,nike logo,+170%,rising,PH,Athletic Apparel,983,Mar-2020
514,7,fila shoes,+90%,rising,PH,Athletic Apparel,983,Mar-2020
515,8,under armour,+90%,rising,PH,Athletic Apparel,983,Mar-2020
516,0,nike,100,top,PH,Athletic Apparel,983,Apr-2020
517,1,adidas,32,top,PH,Athletic Apparel,983,Apr-2020
518,2,kobe shoes,26,top,PH,Athletic Apparel,983,Apr-2020
519,3,jordan shoes,23,top,PH,Athletic Apparel,983,Apr-2020
520,4,dolphin shorts,13,top,PH,Athletic Apparel,983,Apr-2020
521,5,jogging,13,top,PH,Athletic Apparel,983,Apr-2020
522,6,nike id,11,top,PH,Athletic Apparel,983,Apr-2020
523,7,fila shoes,11,top,PH,Athletic Apparel,983,Apr-2020
524,8,onitsuka tiger,9,top,PH,Athletic Apparel,983,Apr-2020
525,9,air max 97,8,top,PH,Athletic Apparel,983,Apr-2020
526,10,jordan jumpman 2020,4,top,PH,Athletic Apparel,983,Apr-2020
527,11,cycling shorts,2,top,PH,Athletic Apparel,983,Apr-2020
528,0,nike id,Breakout,rising,PH,Athletic Apparel,983,Apr-2020
529,1,dolphin shorts,+700%,rising,PH,Athletic Apparel,983,Apr-2020
530,2,jordan jumpman 2020,+130%,rising,PH,Athletic Apparel,983,Apr-2020
531,0,cake,100,top,PH,Baked Goods,907,Jan-2020
532,1,bread,23,top,PH,Baked Goods,907,Jan-2020
533,2,cakes,17,top,PH,Baked Goods,907,Jan-2020
534,3,cookies,15,top,PH,Baked Goods,907,Jan-2020
535,4,birthday cake,13,top,PH,Baked Goods,907,Jan-2020
536,5,cake design,11,top,PH,Baked Goods,907,Jan-2020
537,6,goldilocks cake,11,top,PH,Baked Goods,907,Jan-2020
538,7,cheesecake,10,top,PH,Baked Goods,907,Jan-2020
539,8,goldilocks,10,top,PH,Baked Goods,907,Jan-2020
540,9,cupcake,7,top,PH,Baked Goods,907,Jan-2020
541,10,contis cake,6,top,PH,Baked Goods,907,Jan-2020
542,11,chocolate cake,5,top,PH,Baked Goods,907,Jan-2020
543,12,red ribbon,5,top,PH,Baked Goods,907,Jan-2020
544,13,pastel,5,top,PH,Baked Goods,907,Jan-2020
545,14,red ribbon cake,4,top,PH,Baked Goods,907,Jan-2020
546,15,maja blanca,3,top,PH,Baked Goods,907,Jan-2020
547,16,chiffon cake,3,top,PH,Baked Goods,907,Jan-2020
548,17,christening cake,3,top,PH,Baked Goods,907,Jan-2020
549,18,fondant cake,2,top,PH,Baked Goods,907,Jan-2020
550,19,red velvet,2,top,PH,Baked Goods,907,Jan-2020
551,20,google,2,top,PH,Baked Goods,907,Jan-2020
552,21,maja blanca recipe,2,top,PH,Baked Goods,907,Jan-2020
553,22,macaroons,2,top,PH,Baked Goods,907,Jan-2020
554,23,meringue,2,top,PH,Baked Goods,907,Jan-2020
555,24,croissant,2,top,PH,Baked Goods,907,Jan-2020
556,0,60th birthday cake,Breakout,rising,PH,Baked Goods,907,Jan-2020
557,1,irene red velvet,Breakout,rising,PH,Baked Goods,907,Jan-2020
558,2,lamington,Breakout,rising,PH,Baked Goods,907,Jan-2020
559,3,gender reveal cake,Breakout,rising,PH,Baked Goods,907,Jan-2020
560,4,baking tools and equipment,+500%,rising,PH,Baked Goods,907,Jan-2020
561,5,debut cake,+300%,rising,PH,Baked Goods,907,Jan-2020
562,6,christening cake,+170%,rising,PH,Baked Goods,907,Jan-2020
563,7,birthday cake,+110%,rising,PH,Baked Goods,907,Jan-2020
564,8,cassava cake,+100%,rising,PH,Baked Goods,907,Jan-2020
565,9,chocolate mousse,+100%,rising,PH,Baked Goods,907,Jan-2020
566,10,goldilocks cake,+80%,rising,PH,Baked Goods,907,Jan-2020
567,11,ganache,+70%,rising,PH,Baked Goods,907,Jan-2020
568,12,pastel background,+70%,rising,PH,Baked Goods,907,Jan-2020
569,13,red ribbon cake,+70%,rising,PH,Baked Goods,907,Jan-2020
570,14,loaf bread,+60%,rising,PH,Baked Goods,907,Jan-2020
571,15,macaroons,+50%,rising,PH,Baked Goods,907,Jan-2020
572,16,dessert recipes,+50%,rising,PH,Baked Goods,907,Jan-2020
573,17,goldilocks,+50%,rising,PH,Baked Goods,907,Jan-2020
574,0,cake,100,top,PH,Baked Goods,907,Feb-2020
575,1,bread,28,top,PH,Baked Goods,907,Feb-2020
576,2,cakes,22,top,PH,Baked Goods,907,Feb-2020
577,3,cookies,16,top,PH,Baked Goods,907,Feb-2020
578,4,birthday cake,11,top,PH,Baked Goods,907,Feb-2020
579,5,cake design,11,top,PH,Baked Goods,907,Feb-2020
580,6,goldilocks,9,top,PH,Baked Goods,907,Feb-2020
581,7,cheesecake,9,top,PH,Baked Goods,907,Feb-2020
582,8,chocolate cake,8,top,PH,Baked Goods,907,Feb-2020
583,9,cupcake,8,top,PH,Baked Goods,907,Feb-2020
584,10,goldilocks cake,7,top,PH,Baked Goods,907,Feb-2020
585,11,cupcakes,7,top,PH,Baked Goods,907,Feb-2020
586,12,fondant,6,top,PH,Baked Goods,907,Feb-2020
587,13,pastel,6,top,PH,Baked Goods,907,Feb-2020
588,14,contis cake,5,top,PH,Baked Goods,907,Feb-2020
589,15,fondant cake,4,top,PH,Baked Goods,907,Feb-2020
590,16,cookies recipe,4,top,PH,Baked Goods,907,Feb-2020
591,17,red velvet,4,top,PH,Baked Goods,907,Feb-2020
592,18,chocolate chip cookies,4,top,PH,Baked Goods,907,Feb-2020
593,19,red ribbon cakes,3,top,PH,Baked Goods,907,Feb-2020
594,20,pudding,3,top,PH,Baked Goods,907,Feb-2020
595,21,goldilocks cakes,3,top,PH,Baked Goods,907,Feb-2020
596,22,google,3,top,PH,Baked Goods,907,Feb-2020
597,23,baking tools,2,top,PH,Baked Goods,907,Feb-2020
598,24,meringue,2,top,PH,Baked Goods,907,Feb-2020
599,0,cream and frosting lyrics,Breakout,rising,PH,Baked Goods,907,Feb-2020
600,1,red ribbon cake prices,Breakout,rising,PH,Baked Goods,907,Feb-2020
601,2,cassava cake recipe,Breakout,rising,PH,Baked Goods,907,Feb-2020
602,3,cocomelon cake,Breakout,rising,PH,Baked Goods,907,Feb-2020
603,4,oven for baking,+350%,rising,PH,Baked Goods,907,Feb-2020
604,5,cake to go,+300%,rising,PH,Baked Goods,907,Feb-2020
605,6,cookies ingredients,+250%,rising,PH,Baked Goods,907,Feb-2020
606,7,hello kitty cake,+200%,rising,PH,Baked Goods,907,Feb-2020
607,8,ensaymada,+200%,rising,PH,Baked Goods,907,Feb-2020
608,9,jco donuts price 2020,+140%,rising,PH,Baked Goods,907,Feb-2020
609,10,bread pudding,+120%,rising,PH,Baked Goods,907,Feb-2020
610,11,irene red velvet,+90%,rising,PH,Baked Goods,907,Feb-2020
611,12,custard,+90%,rising,PH,Baked Goods,907,Feb-2020
612,13,dessert recipes,+80%,rising,PH,Baked Goods,907,Feb-2020
613,14,baking tools,+70%,rising,PH,Baked Goods,907,Feb-2020
614,15,desserts,+60%,rising,PH,Baked Goods,907,Feb-2020
615,16,jco donuts,+60%,rising,PH,Baked Goods,907,Feb-2020
616,17,pudding,+60%,rising,PH,Baked Goods,907,Feb-2020
617,18,cookies recipe,+60%,rising,PH,Baked Goods,907,Feb-2020
618,19,fondant,+50%,rising,PH,Baked Goods,907,Feb-2020
619,20,unicorn cake,+50%,rising,PH,Baked Goods,907,Feb-2020
620,21,fondant cake,+40%,rising,PH,Baked Goods,907,Feb-2020
621,22,granulated sugar,+40%,rising,PH,Baked Goods,907,Feb-2020
622,23,macarons,+40%,rising,PH,Baked Goods,907,Feb-2020
623,0,cake,100,top,PH,Baked Goods,907,Mar-2020
624,1,bread,41,top,PH,Baked Goods,907,Mar-2020
625,2,cookies,26,top,PH,Baked Goods,907,Mar-2020
626,3,cakes,18,top,PH,Baked Goods,907,Mar-2020
627,4,cake recipe,16,top,PH,Baked Goods,907,Mar-2020
628,5,birthday cake,10,top,PH,Baked Goods,907,Mar-2020
629,6,cheesecake,10,top,PH,Baked Goods,907,Mar-2020
630,7,chocolate cake,10,top,PH,Baked Goods,907,Mar-2020
631,8,cake design,9,top,PH,Baked Goods,907,Mar-2020
632,9,goldilocks,9,top,PH,Baked Goods,907,Mar-2020
633,10,cupcake,8,top,PH,Baked Goods,907,Mar-2020
634,11,pastel,8,top,PH,Baked Goods,907,Mar-2020
635,12,banana cake,6,top,PH,Baked Goods,907,Mar-2020
636,13,cookies recipe,6,top,PH,Baked Goods,907,Mar-2020
637,14,red ribbon,6,top,PH,Baked Goods,907,Mar-2020
638,15,goldilocks cake,6,top,PH,Baked Goods,907,Mar-2020
639,16,banana cake recipe,5,top,PH,Baked Goods,907,Mar-2020
640,17,contis cake,4,top,PH,Baked Goods,907,Mar-2020
641,18,red velvet,4,top,PH,Baked Goods,907,Mar-2020
642,19,cheesecake recipe,4,top,PH,Baked Goods,907,Mar-2020
643,20,chocolate chip cookies,3,top,PH,Baked Goods,907,Mar-2020
644,21,all purpose flour,3,top,PH,Baked Goods,907,Mar-2020
645,22,red ribbon cakes,3,top,PH,Baked Goods,907,Mar-2020
646,23,graham cake,3,top,PH,Baked Goods,907,Mar-2020
647,24,baking powder,3,top,PH,Baked Goods,907,Mar-2020
648,0,coffee jelly recipe,Breakout,rising,PH,Baked Goods,907,Mar-2020
649,1,margarine vs butter,Breakout,rising,PH,Baked Goods,907,Mar-2020
650,2,how to bake pandesal,Breakout,rising,PH,Baked Goods,907,Mar-2020
651,3,graham cake,+750%,rising,PH,Baked Goods,907,Mar-2020
652,4,french toast recipe,+400%,rising,PH,Baked Goods,907,Mar-2020
653,5,sourdough bread,+250%,rising,PH,Baked Goods,907,Mar-2020
654,6,sourdough,+250%,rising,PH,Baked Goods,907,Mar-2020
655,7,tuna pie recipe,+200%,rising,PH,Baked Goods,907,Mar-2020
656,8,granulated sugar,+200%,rising,PH,Baked Goods,907,Mar-2020
657,9,cream and frosting,+200%,rising,PH,Baked Goods,907,Mar-2020
658,10,pudding bread,+170%,rising,PH,Baked Goods,907,Mar-2020
659,11,fibisco cookies,+160%,rising,PH,Baked Goods,907,Mar-2020
660,12,cheesecake recipe,+160%,rising,PH,Baked Goods,907,Mar-2020
661,13,banana muffin recipe,+150%,rising,PH,Baked Goods,907,Mar-2020
662,14,oatmeal cookie recipe,+150%,rising,PH,Baked Goods,907,Mar-2020
663,15,loaf bread recipe,+130%,rising,PH,Baked Goods,907,Mar-2020
664,16,baking powder,+110%,rising,PH,Baked Goods,907,Mar-2020
665,17,all purpose flour,+110%,rising,PH,Baked Goods,907,Mar-2020
666,18,graham recipe,+110%,rising,PH,Baked Goods,907,Mar-2020
667,19,cooky,+100%,rising,PH,Baked Goods,907,Mar-2020
668,20,french bread,+100%,rising,PH,Baked Goods,907,Mar-2020
669,21,cake 2 go,+100%,rising,PH,Baked Goods,907,Mar-2020
670,22,twinkies,+100%,rising,PH,Baked Goods,907,Mar-2020
671,23,whip cream,+100%,rising,PH,Baked Goods,907,Mar-2020
672,24,frozen cake design,+100%,rising,PH,Baked Goods,907,Mar-2020
673,0,cake,100,top,PH,Baked Goods,907,Apr-2020
674,1,bread,40,top,PH,Baked Goods,907,Apr-2020
675,2,cookies,22,top,PH,Baked Goods,907,Apr-2020
676,3,cake recipe,22,top,PH,Baked Goods,907,Apr-2020
677,4,cakes,13,top,PH,Baked Goods,907,Apr-2020
678,5,cheesecake,12,top,PH,Baked Goods,907,Apr-2020
679,6,chocolate cake,12,top,PH,Baked Goods,907,Apr-2020
680,7,yeast,11,top,PH,Baked Goods,907,Apr-2020
681,8,bread recipe,11,top,PH,Baked Goods,907,Apr-2020
682,9,birthday cake,9,top,PH,Baked Goods,907,Apr-2020
683,10,banana cake,9,top,PH,Baked Goods,907,Apr-2020
684,11,cake design,8,top,PH,Baked Goods,907,Apr-2020
685,12,dough,7,top,PH,Baked Goods,907,Apr-2020
686,13,contis,6,top,PH,Baked Goods,907,Apr-2020
687,14,maja blanca,6,top,PH,Baked Goods,907,Apr-2020
688,15,all purpose flour,6,top,PH,Baked Goods,907,Apr-2020
689,16,icing,6,top,PH,Baked Goods,907,Apr-2020
690,17,cookies recipe,5,top,PH,Baked Goods,907,Apr-2020
691,18,banana cake recipe,5,top,PH,Baked Goods,907,Apr-2020
692,19,contis cake,5,top,PH,Baked Goods,907,Apr-2020
693,20,cake delivery,5,top,PH,Baked Goods,907,Apr-2020
694,21,no bake cake,5,top,PH,Baked Goods,907,Apr-2020
695,22,goldilocks,4,top,PH,Baked Goods,907,Apr-2020
696,23,pudding,4,top,PH,Baked Goods,907,Apr-2020
697,24,maja blanca recipe,4,top,PH,Baked Goods,907,Apr-2020
698,0,vanilla extract,Breakout,rising,PH,Baked Goods,907,Apr-2020
699,1,powdered sugar,Breakout,rising,PH,Baked Goods,907,Apr-2020
700,2,gardenia bread price,Breakout,rising,PH,Baked Goods,907,Apr-2020
701,3,thank you coronavirus helpers,Breakout,rising,PH,Baked Goods,907,Apr-2020
702,4,pita bread recipe,Breakout,rising,PH,Baked Goods,907,Apr-2020
703,5,bread flour vs all purpose flour,Breakout,rising,PH,Baked Goods,907,Apr-2020
704,6,mixer for baking,Breakout,rising,PH,Baked Goods,907,Apr-2020
705,7,chocolate cherry torte,Breakout,rising,PH,Baked Goods,907,Apr-2020
706,8,sourdough bread recipe,Breakout,rising,PH,Baked Goods,907,Apr-2020
707,9,tuna pie recipe using bread,Breakout,rising,PH,Baked Goods,907,Apr-2020
708,10,margarine vs butter,Breakout,rising,PH,Baked Goods,907,Apr-2020
709,11,tuna pie recipe bread,Breakout,rising,PH,Baked Goods,907,Apr-2020
710,12,caster sugar,Breakout,rising,PH,Baked Goods,907,Apr-2020
711,13,crepe cake,Breakout,rising,PH,Baked Goods,907,Apr-2020
712,14,simple cake designs,"+4,700%",rising,PH,Baked Goods,907,Apr-2020
713,15,fuwa fuwa bread,"+4,550%",rising,PH,Baked Goods,907,Apr-2020
714,16,brazo de mercedes recipe,"+4,550%",rising,PH,Baked Goods,907,Apr-2020
715,17,egg pie recipe,+550%,rising,PH,Baked Goods,907,Apr-2020
716,18,no bake cake,+400%,rising,PH,Baked Goods,907,Apr-2020
717,19,maja blanca recipe,+400%,rising,PH,Baked Goods,907,Apr-2020
718,20,spanish bread,+350%,rising,PH,Baked Goods,907,Apr-2020
719,21,banana bread recipe,+350%,rising,PH,Baked Goods,907,Apr-2020
720,22,hot cake recipe,+350%,rising,PH,Baked Goods,907,Apr-2020
721,23,moist chocolate cake,+300%,rising,PH,Baked Goods,907,Apr-2020
722,24,crinkles recipe,+250%,rising,PH,Baked Goods,907,Apr-2020
723,0,bpi,100,top,PH,Banking,37,Jan-2020
724,1,bank,71,top,PH,Banking,37,Jan-2020
725,2,bts,53,top,PH,Banking,37,Jan-2020
726,3,bpi online,44,top,PH,Banking,37,Jan-2020
727,4,bdo,39,top,PH,Banking,37,Jan-2020
728,5,account,36,top,PH,Banking,37,Jan-2020
729,6,metrobank,35,top,PH,Banking,37,Jan-2020
730,7,banking,30,top,PH,Banking,37,Jan-2020
731,8,security bank,21,top,PH,Banking,37,Jan-2020
732,9,landbank,16,top,PH,Banking,37,Jan-2020
733,10,bdo online,13,top,PH,Banking,37,Jan-2020
734,11,atm,13,top,PH,Banking,37,Jan-2020
735,12,metrobankdirect,12,top,PH,Banking,37,Jan-2020
736,13,google,12,top,PH,Banking,37,Jan-2020
737,14,rcbc,11,top,PH,Banking,37,Jan-2020
738,15,metrobank direct,11,top,PH,Banking,37,Jan-2020
739,16,security bank online,10,top,PH,Banking,37,Jan-2020
740,17,online banking bdo,10,top,PH,Banking,37,Jan-2020
741,18,google account,8,top,PH,Banking,37,Jan-2020
742,19,ucpb,8,top,PH,Banking,37,Jan-2020
743,20,unionbank,8,top,PH,Banking,37,Jan-2020
744,21,pnb,8,top,PH,Banking,37,Jan-2020
745,22,union bank,7,top,PH,Banking,37,Jan-2020
746,23,bpi login,7,top,PH,Banking,37,Jan-2020
747,24,bdo bank,7,top,PH,Banking,37,Jan-2020
748,0,black swan bts,Breakout,rising,PH,Banking,37,Jan-2020
749,1,black swan bts lyrics,Breakout,rising,PH,Banking,37,Jan-2020
750,2,onehub unionbank,Breakout,rising,PH,Banking,37,Jan-2020
751,3,bts birthdays,Breakout,rising,PH,Banking,37,Jan-2020
752,4,banco de oro universal bank,Breakout,rising,PH,Banking,37,Jan-2020
753,5,eastwestbanker,Breakout,rising,PH,Banking,37,Jan-2020
754,6,zynergia account,Breakout,rising,PH,Banking,37,Jan-2020
755,7,dbp ec banking,Breakout,rising,PH,Banking,37,Jan-2020
